tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-3133,Sion,Clay,32,C,O,20260817,11,R0HP,,,Lucio Ratti,R,183,ARG,22.554,380,130,M0UR,,,Ognjen Milic,L,180,SRB,19.154,337,156,6-2 4-6 7-5,3,R32,146,3,2,98,58,40,23,15,1,4,3,3,93,47,31,22,15,8,13
2026-3133,Sion,Clay,32,C,O,20260817,12,S0H1,,,Luca Staeheli,R,180,SUI,26.442,521,81,CO01,,,Andrey Chepelev,L,178,RUS,28.041,353,144,6-3 6-1,3,R32,90,9,2,76,51,36,8,8,4,5,0,1,48,29,13,7,8,3,8
2026-3133,Sion,Clay,32,C,O,20260817,13,V0E3,,,Jeffrey Von Der Schulenburg,R,183,SUI,24.507,927,24,K0BJ,,,Georgii Kravchenko,R,180,UKR,26.053,388,128,6-4 6-3,3,R32,83,2,4,70,40,29,19,10,8,8,6,0,47,32,26,7,9,2,4
2026-3133,Sion,Clay,32,C,O,20260817,14,L0GR,2,,Juan Manuel La Serna,L,188,ARG,22.53,286,193,MJ98,,,Facundo Mena,R,183,ARG,33.9,333,157,6-3 6-3,3,R32,83,0,1,57,39,29,11,9,1,1,1,4,61,34,25,10,9,3,6
2026-3133,Sion,Clay,32,C,O,20260817,15,K0CJ,3,,Sandro Kopp,R,185,AUT,26.226,289,190,W09T,,,Luca Wiedenmann,R,178,GER,28.304,539,77,6-4 6-1,3,R32,77,7,0,43,30,26,7,8,0,0,2,2,57,31,17,13,9,2,6
2026-3133,Sion,Clay,32,C,O,20260817,16,HB48,4,,Calvin Hemery,R,191,FRA,31.551,318,164,W712,,,Kai Wehnelt,R,188,GER,30.721,619,60,6-2 3-6 7-5,3,R32,130,11,6,97,59,38,23,15,10,13,5,3,82,51,34,15,14,6,10
2026-3133,Sion,Clay,32,C,O,20260817,17,GA79,1,,Lorenzo Giustino,R,180,ITA,34.935,198,283,B0TP,,,Henry Bernet,R,191,SUI,19.559,430,110,6-4 3-6 7-6(3),3,R16,157,3,7,98,55,43,24,15,4,5,12,7,102,47,36,32,16,3,4
2026-3133,Sion,Clay,32,C,O,20260817,18,HG94,,,Benjamin Hassan,R,183,LBN,31.532,509,87,K0CJ,3,,Sandro Kopp,R,185,AUT,26.226,289,190,3-6 6-1 6-4,3,R16,119,2,5,86,38,30,27,13,4,5,3,1,78,43,29,19,13,3,6
2026-3133,Sion,Clay,32,C,O,20260817,19,B0LW,,,Mika Brunold,R,191,SUI,21.873,417,115,HB48,4,,Calvin Hemery,R,191,FRA,31.551,318,164,6-3 3-6 6-3,3,R16,167,0,5,93,62,38,16,14,6,10,2,7,99,61,39,13,13,8,13
2026-3133,Sion,Clay,32,C,O,20260817,20,BU54,,,Geoffrey Blancaneaux,R,180,FRA,28.025,414,116,V0E3,,,Jeffrey Von Der Schulenburg,R,183,SUI,24.507,927,24,6-3 6-4,3,R16,105,4,5,64,40,28,16,10,3,4,0,3,60,30,21,13,9,3,6
2026-3133,Sion,Clay,32,C,O,20260817,21,L0GR,2,,Juan Manuel La Serna,L,188,ARG,22.53,286,193,S0H1,,,Luca Staeheli,R,180,SUI,26.442,521,81,6-3 1-1 RET,3,R16,44,1,1,32,22,17,5,6,0,1,0,0,26,19,11,3,5,0,2
2026-3133,Sion,Clay,32,C,O,20260817,22,S0LA,,,Dominic Stricker,L,183,SUI,24.003,327,161,R0HP,,,Lucio Ratti,R,183,ARG,22.554,380,130,6-4 6-4,3,R16,81,4,2,56,32,26,13,10,1,3,1,1,60,39,24,6,10,2,6
2026-3133,Sion,Clay,32,C,O,20260817,23,C0BB,,,Tommaso Compagnucci,R,173,ITA,26.782,358,141,N0B4,,,Ryan Nijboer,R,180,NED,27.055,504,89,6-3 6-2,3,R16,86,4,0,55,41,28,9,9,4,5,3,0,54,33,19,10,8,4,8
2026-3133,Sion,Clay,32,C,O,20260817,24,KC33,,,Dimitar Kuzmanov,R,183,BUL,33.054,378,131,M0EY,,,Alex Marti Pujolras,R,185,ESP,27.515,518,83,6-1 3-6 6-1,3,R16,126,1,2,69,42,30,15,12,0,2,3,2,76,48,29,11,11,2,7
2026-3133,Sion,Clay,32,C,O,20260817,25,GA79,1,,Lorenzo Giustino,R,180,ITA,34.935,198,283,KC33,,,Dimitar Kuzmanov,R,183,BUL,33.054,378,131,6-3 5-7 6-1,3,QF,141,6,4,89,54,41,16,14,4,6,2,2,78,62,41,8,14,5,10
2026-3133,Sion,Clay,32,C,O,20260817,26,C0BB,,,Tommaso Compagnucci,R,173,ITA,26.782,358,141,L0GR,2,,Juan Manuel La Serna,L,188,ARG,22.53,286,193,6-3 6-7(1) 6-4,3,QF,146,5,3,103,65,48,21,16,7,8,0,2,87,54,38,20,15,1,4
2026-3133,Sion,Clay,32,C,O,20260817,27,S0LA,,,Dominic Stricker,L,183,SUI,24.003,327,161,B0LW,,,Mika Brunold,R,191,SUI,21.873,417,115,6-4 7-6(3),3,QF,95,4,1,63,41,32,13,11,3,5,2,1,69,42,29,12,11,2,5
2026-3133,Sion,Clay,32,C,O,20260817,28,HG94,,,Benjamin Hassan,R,183,LBN,31.532,509,87,BU54,,,Geoffrey Blancaneaux,R,180,FRA,28.025,414,116,7-6(4) 4-6 7-6(2),3,QF,179,8,3,119,58,44,38,17,4,6,4,2,102,59,46,28,17,1,2
2026-3133,Sion,Clay,32,C,O,20260817,29,HG94,,,Benjamin Hassan,R,183,LBN,31.532,509,87,GA79,1,,Lorenzo Giustino,R,180,ITA,34.935,198,283,3-6 3-2 RET,3,SF,59,6,1,38,27,21,5,7,2,3,0,1,44,27,21,10,7,0,0
2026-3133,Sion,Clay,32,C,O,20260817,30,S0LA,,,Dominic Stricker,L,183,SUI,24.003,327,161,C0BB,,,Tommaso Compagnucci,R,173,ITA,26.782,358,141,6-2 6-2,3,SF,74,3,2,54,31,26,12,8,5,5,1,2,61,45,25,4,8,5,9
2026-3133,Sion,Clay,32,C,O,20260817,31,S0LA,,,Dominic Stricker,L,183,SUI,24.003,327,161,HG94,,,Benjamin Hassan,R,183,LBN,31.532,509,87,6-1 2-6 6-2,3,F,74,11,0,58,41,33,10,12,1,3,4,3,55,25,19,11,11,0,4
2026-600,Prague,Clay,32,C,O,20260817,1,GB93,,,Norbert Gombos,R,193,SVK,36.011,418,115,B0QC,3,,Gilles Arnaud Bailly,R,180,BEL,20.909,227,245,4-6 6-1 6-4,3,R32,138,8,1,83,45,30,21,14,6,10,2,2,82,60,36,7,13,6,12
2026-600,Prague,Clay,32,C,O,20260817,2,J09X,,,Filip Cristian Jianu,R,180,ROU,24.912,279,197,MF35,,,Andrej Martin,R,183,SVK,36.906,395,123,6-2 6-2,3,R32,76,1,0,46,30,24,9,8,3,3,2,1,63,35,18,13,8,6,10
2026-600,Prague,Clay,32,C,O,20260817,3,K0DP,,,Oleksii Krutykh,R,185,UKR,26.437,522,81,S0LT,,,Daniel Siniakov,R,183,CZE,23.587,458,99,6-3 6-4,3,R32,87,5,2,65,35,28,18,10,5,5,1,1,44,24,17,12,9,1,3
2026-600,Prague,Clay,32,C,O,20260817,4,K0JH,,,Jan Kumstat,R,196,CZE,19.622,336,156,B0OV,,,Petr Brunclik,L,188,CZE,20.085,331,158,7-5 6-1,3,R32,81,10,4,72,38,34,17,10,7,7,6,6,52,29,19,12,9,2,5
2026-600,Prague,Clay,32,C,O,20260817,5,M0SE,,,Maxim Mrva,R,178,CZE,19.042,317,167,F840,,,Nerman Fatic,R,191,BIH,31.814,411,117,2-6 6-2 6-4,3,R32,87,4,0,76,42,25,21,13,2,6,4,2,74,48,29,13,13,2,7
2026-600,Prague,Clay,32,C,O,20260817,6,P0FJ,,,Radu Mihai Papoe,R,183,ROU,23.97,352,145,RB60,,,Oriol Roca Batalla,R,175,ESP,33.298,342,153,6-7(4) 7-5 7-5,3,R32,179,0,3,116,83,45,19,18,4,9,7,1,106,56,38,22,18,3,10
2026-600,Prague,Clay,32,C,O,20260817,7,R0ED,,,Max Hans Rehberg,R,183,GER,22.927,332,158,N0D9,,,Jakub Nicod,R,183,CZE,22.073,724,45,5-3 RET,3,R32,56,1,1,26,17,13,5,4,1,1,3,1,35,19,12,8,4,4,5
2026-600,Prague,Clay,32,C,O,20260817,8,CG33,2,,Kimmer Coppejans,R,178,BEL,32.523,215,260,D0CN,,,Miguel Damas,R,208,ESP,26.656,300,183,7-5 6-1,3,R32,109,3,3,53,24,18,17,9,3,5,2,2,66,45,23,9,10,4,10
2026-600,Prague,Clay,32,C,O,20260817,9,N897,4,,Sumit Nagal,R,178,IND,29.002,235,239,R09V,,,Eduardo Ribeiro,R,178,BRA,28.419,372,134,7-6(5) 6-4,3,R32,106,1,0,75,57,36,12,11,4,6,1,1,73,48,30,12,11,5,8
2026-600,Prague,Clay,32,C,O,20260817,10,C0B2,7,,Cezar Cretu,R,188,ROU,25.314,260,211,F0HO,,,Thomas Faurel,R,178,FRA,20.569,323,162,2-6 6-2 6-4,3,R32,130,2,2,80,49,31,17,13,4,8,3,4,90,53,36,14,13,3,8
2026-600,Prague,Clay,32,C,O,20260817,11,H0A4,,,Nick Hardt,R,185,DOM,25.906,273,202,F0GD,,,Jakub Filip,R,180,CZE,20.893,933,24,6-1 6-2,3,R32,91,0,3,56,36,24,12,8,2,3,2,4,68,37,17,13,7,6,11
2026-600,Prague,Clay,32,C,O,20260817,12,T0DM,,,Juan Bautista Torres,R,178,ARG,24.375,266,208,G09C,,,Marek Gengel,R,185,CZE,30.916,376,131,4-6 6-3 6-3,3,R32,124,3,1,86,62,39,15,14,4,7,0,4,96,53,36,19,14,6,11
2026-600,Prague,Clay,32,C,O,20260817,13,BV25,,,Javier Barranco Cosano,L,180,ESP,27.748,457,99,K0FY,5,,Martin Krumich,R,188,CZE,23.641,249,220,2-6 6-4 6-4,3,R32,140,2,5,98,61,44,15,14,8,11,6,4,75,43,29,22,14,1,4y
2026-600,Prague,Clay,32,C,O,20260817,14,M0AC,,,Rudolf Molleker,R,188,GER,25.807,488,91,S0EK,6,,Matias Soto,R,170,CHI,27.307,256,214,6-3 6-3,3,R32,68,6,3,52,26,18,12,9,2,5,3,3,50,26,16,6,9,3,9
2026-600,Prague,Clay,32,C,O,20260817,15,T0AP,,,Chun-Hsin Tseng,R,175,TPE,25.024,272,202,B0OU,8,,Hynek Barton,R,183,CZE,22.366,263,210,6-4 6-1,3,R32,67,0,1,57,38,30,13,9,2,2,2,0,43,24,13,11,8,2,5
2026-600,Prague,Clay,32,C,O,20260817,16,C0JX,,,Sean Cuenin,R,183,FRA,22.5,301,181,B0C5,,,Florian Broska,R,175,GER,28.624,290,189,6-3 7-5,3,R32,76,3,1,55,40,32,10,11,2,3,2,3,61,30,22,10,10,2,5
2026-600,Prague,Clay,32,C,O,20260817,17,R0ED,,,Max Hans Rehberg,R,183,GER,22.927,332,158,CG33,2,,Kimmer Coppejans,R,178,BEL,32.523,215,260,6-4 6-1,3,R16,80,2,4,57,32,23,15,9,3,4,0,1,46,30,16,7,8,3,7
2026-600,Prague,Clay,32,C,O,20260817,18,K0JH,,,Jan Kumstat,R,196,CZE,19.622,336,156,N897,4,,Sumit Nagal,R,178,IND,29.002,235,239,7-5 6-3,3,R16,89,6,4,71,36,24,20,10,7,9,1,3,62,40,23,9,11,6,11
2026-600,Prague,Clay,32,C,O,20260817,19,M0SE,,,Maxim Mrva,R,178,CZE,19.042,317,167,C0B2,7,,Cezar Cretu,R,188,ROU,25.314,260,211,6-1 6-2,3,R16,73,2,2,51,25,19,18,8,2,2,0,4,56,37,19,8,7,2,6
2026-600,Prague,Clay,32,C,O,20260817,20,GB93,,,Norbert Gombos,R,193,SVK,36.011,418,115,C0JX,,,Sean Cuenin,R,183,FRA,22.5,301,181,6-7(1) 6-3 6-4,3,R16,156,5,6,108,56,45,23,16,6,8,2,3,99,57,41,21,15,7,11
2026-600,Prague,Clay,32,C,O,20260817,21,J09X,,,Filip Cristian Jianu,R,180,ROU,24.912,279,197,M0AC,,,Rudolf Molleker,R,188,GER,25.807,488,91,7-6(9) 6-4,3,R16,100,11,1,68,50,40,13,11,0,0,10,3,81,43,33,22,11,5,6
2026-600,Prague,Clay,32,C,O,20260817,22,K0DP,,,Oleksii Krutykh,R,185,UKR,26.437,522,81,H0A4,,,Nick Hardt,R,185,DOM,25.906,273,202,6-3 6-0,3,R16,74,2,1,44,28,22,10,7,2,2,0,5,57,37,20,6,8,3,8
2026-600,Prague,Clay,32,C,O,20260817,23,P0FJ,,,Radu Mihai Papoe,R,183,ROU,23.97,352,145,BV25,,,Javier Barranco Cosano,L,180,ESP,27.748,457,99,6-4 6-3,3,R16,100,0,1,62,40,25,8,9,2,6,1,7,68,38,18,11,10,3,10
2026-600,Prague,Clay,32,C,O,20260817,24,T0AP,,,Chun-Hsin Tseng,R,175,TPE,25.024,272,202,T0DM,,,Juan Bautista Torres,R,178,ARG,24.375,266,208,7-5 2-6 6-1,3,R16,156,0,0,104,70,40,19,14,5,9,0,1,75,46,27,14,13,3,8
2026-600,Prague,Clay,32,C,O,20260817,25,GB93,,,Norbert Gombos,R,193,SVK,36.011,418,115,P0FJ,,,Radu Mihai Papoe,R,183,ROU,23.97,352,145,6-1 4-6 6-2,3,QF,105,11,1,80,52,41,15,13,6,7,3,1,78,53,31,12,12,4,8
2026-600,Prague,Clay,32,C,O,20260817,26,J09X,,,Filip Cristian Jianu,R,180,ROU,24.912,279,197,R0ED,,,Max Hans Rehberg,R,183,GER,22.927,332,158,6-3 6-4,3,QF,79,0,1,56,34,23,16,10,0,1,1,3,50,29,18,10,9,4,7
2026-600,Prague,Clay,32,C,O,20260817,27,K0JH,,,Jan Kumstat,R,196,CZE,19.622,336,156,M0SE,,,Maxim Mrva,R,178,CZE,19.042,317,167,6-1 7-5,3,QF,68,3,0,49,21,17,18,9,1,2,4,7,64,36,18,13,10,0,5
2026-600,Prague,Clay,32,C,O,20260817,28,T0AP,,,Chun-Hsin Tseng,R,175,TPE,25.024,272,202,K0DP,,,Oleksii Krutykh,R,185,UKR,26.437,522,81,6-2 6-4,3,QF,98,1,0,60,40,26,12,9,4,5,0,4,57,29,17,13,9,2,6
2026-600,Prague,Clay,32,C,O,20260817,29,K0JH,,,Jan Kumstat,R,196,CZE,19.622,336,156,J09X,,,Filip Cristian Jianu,R,180,ROU,24.912,279,197,6-1 6-4,3,SF,51,6,0,41,25,24,13,9,0,0,2,1,46,30,21,6,8,3,6
2026-600,Prague,Clay,32,C,O,20260817,30,T0AP,,,Chun-Hsin Tseng,R,175,TPE,25.024,272,202,GB93,,,Norbert Gombos,R,193,SVK,36.011,418,115,6-4 6-2,3,SF,85,1,0,50,35,29,6,9,2,3,2,3,59,35,23,8,9,5,9
